State,City,order_date,Restaurant Name,Location,Category,Dish Name,Price (INR),Rating,Rating Count
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Achari Khichdi,267,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Masala Tadka Khichdi,267,2.7,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Palak Khichdi,267,5,13
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Lehsuni Khichdi,267,4.7,5
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Achari Subz Khichdi,287,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Subz Bahar Khichdi,277,4.5,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Sabudana Khichdi & Dahi,287,4.1,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Recommended,Subz Paneer Khichdi,287,2.4,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Ganesh Chaturthi Specials,Coconut & Mawa Modak Barfi (9 pcs),327,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Ganesh Chaturthi Specials,Poori with Aloo Hing and Dessert Meal (Serves 1),399,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Ganesh Chaturthi Specials,Coconut & Mawa Modak Barfi (4 pcs),187,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Ganesh Chaturthi Specials,Sabudana Khichdi with Dahi,287,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Ganesh Chaturthi Specials,Sabudana  Vada (4pcs),197,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Snack Time Specials,Aloo Tikki Dahi chaat (Serves 1),199,4.5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Snack Time Specials,Aloo Tikki Choley Chaat (Serves 1),194,4.5,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Snack Time Specials,Samosa Dahi Chaat (Serves 1),194,5,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Snack Time Specials,Samosa Choley Chaat (Serves 1),199,4.4,14
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Snack Time Specials,Mini Samosa with Chutney [5 pcs],189,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,All in One Khichdi Thali,327,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Plain Moong Dal Khichdi,217,4.5,28
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Achari Khichdi,267,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Masala Tadka Khichdi,267,2.7,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Palak Khichdi,267,5,13
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Lehsuni Khichdi,267,4.7,5
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Achari Subz Khichdi,287,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Subz Bahar Khichdi,277,4.5,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Sabudana Khichdi & Dahi,287,4.1,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Khichdi,Subz Paneer Khichdi,287,2.4,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Mango Specials,Mango Paneer Curry (Serves 1),277,4,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Mango Specials,Mango Paneer & Tawa Paratha Meal (Serves 1),399,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Rajma Chawal Rice Bowl (Serves 1),287,4.2,12
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Yellow Dal Tadka Rice Bowl (Serves 1),287,4.8,9
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Paneer Butter Masala Rice Bowl,327,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Kadhi Chawal Rice Bowl (Serves 1),287,4.4,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Kali Dal Rice Bowl,287,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Pindi Choley Rice Bowl,287,4.2,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Matar Paneer Mini Veg Thali,297,4.7,17
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Matar Paneer Deluxe Veg Thali,399,4.6,10
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Aloo Gobhi Deluxe Veg Thali,399,4.7,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Aloo Gobhi Mini Veg Thali,297,3.6,11
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Jeera Aloo Mini Veg Thali,297,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Thalis & Rice Bowls,Jeera Aloo Deluxe Veg Thali,399,4.4,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Paneer Bhurji and Aloo Hing Sabzi (Serves 1),399,3.6,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Jeera Chatpate Aloo & Yellow Dal Tadka (Serves 1),399,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Aloo Gobhi and Panchmel Dal (Serves 1),399,4.2,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Rajma Chawal Meal (Serves 1),399,4.7,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Paratha with Paneer Bhurji [2 pcs],328,4.6,5
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Paneer Butter Masala & Laccha Paratha Meal (Serves 1),399,3.6,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Matar Mushroom & Laccha Paratha Meal (Serves 1),399,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Aloo Gobhi & Boondi Raita Meal (Serves 1),305,2.9,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Yellow Dal & Boondi Raita Meal (Serves 1),305,4.3,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curated Meal Combos,Jeera Aloo & Boondi Raita Meal (Serves 1),305,4.4,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Jeera Chatpate Aloo,154,4.1,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Palak Mix Veg,227,4.5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Matar Paneer,266,3.9,8
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Paneer Butter Masala,277,5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Palak Paneer,257,3.8,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Punjabi Rajmah Curry,206,4.1,14
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Aloo Palak,207,4.4,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Aloo Gobhi,194,2.6,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Aloo Tamatar,154,4,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Kadhi Pakoda,184,3.8,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Paneer Bhurji,266,4.5,5
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Aloo Hing Sabzi,154,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Aloo Matar,154,4,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Curries & Subzi,Mushroom Matar,277,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Dal,Dal Panchmel,184,4.2,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Dal,Yellow Dal Tadka,184,5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Dal,Kaali Dal (Black Dal),184,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Idli with Sambar & Chutneys (2 pcs),199,4.4,8
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Ven Pongal with Chutneys (Serves 1),157,4.8,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Upma with Chutneys (Serves 1),157,4.1,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Aloo paratha with Butter (2 pcs),358,4.8,7
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Gobhi Paratha with Butter (2 pcs),358,4.5,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Aloo Paratha with Dahi (2 pcs),399,4.4,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Gobhi Paratha with Dahi (2 pcs),399,4,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Poori Aloo Hing Ki Subzi (3 pcs),206,4.1,22
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Poha (Serves 1),199,4.8,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,All Day Breakfast,Butter Kulche with Chole [2 pcs],227,4.2,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Samosa Dahi Chaat [Serves 1],194,5,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Aloo Tikki Dahi Chaat [Serves 1],199,4.5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Aloo Tikki Choley Chaat [Serves 1],194,4.5,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Samosa Choley Chaat [Serves 1],199,4.4,14
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Sabudana Vada (6 pcs),297,4.3,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Street Food Snacks,Mini Samosa with Chutney (5 pcs),189,4.3,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Roomali Roti,79,4.8,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Tawa Lachcha Paratha (Whole Wheat),79,4.4,6
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Whole Wheat Chapati (1 Pc),29,4.1,40
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Whole Wheat Poori (3 pcs),79,4.6,14
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Kasuri Methi Tawa Lachcha Paratha (1 Pc),79,5,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Mirchi Tawa Lachcha Paratha (1 Pc),79,4.2,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Steamed Rice,164,4,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Jeera Rice,164,4.5,7
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Roti & Rice,Ghee Rice,197,4.3,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Raita,Boondi Raita,110,4.5,5
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Raita,Burhani Raita,130,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Raita,Vegetable Raita,110,4.2,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Raita,Creamy Curd,60,4.6,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Ganesh Chaturthi Special Assorted Modaks Box (9 pcs),327,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Kesar & Coconut Modak Barfi (4 pcs),187,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Gulab Jamun (2 pcs),157,4.2,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Kesari Bath (Halwa),175,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Kesariya Kheer,227,4.3,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Mixed Millet & Jaggery Churma,255,4.2,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Gulab Jamun (1 pc),80,5,7
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Khajur ki  Kheer,247,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Rasmalai (2 pc),227,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Desserts,Gulab Jamun Tub (6 pcs),397,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Beverages,Jamun Kala Khatta Cooler,197,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Beverages,Guava Chilli Juice,197,4.3,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Beverages,Aam Panna,168,4.2,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Beverages,Masala Nimbu Shikanji,168,4.1,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Beverages,Chatpata Masala Chaas,187,4.8,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Poha,199,4.2,2
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Gobhi Paratha [2 pcs] with Butter,358,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Poori Chole [3 pcs],217,5,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Butter Kulche Chole [2 pcs],199,4.6,4
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Paratha with Aloo Hing ki Subzi [2 pcs],206,4.5,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Poori Aloo Hing ki Subzi [3 pcs],206,4.1,22
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Aloo Paratha [2 pcs] with Butter,358,4.1,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Paratha with Paneer Bhurji (Serves 1),328,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Sabudana Khichdi & Dahi [Serves 1],287,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Idli with Sambar and Chutneys (2 pcs),199,0,0
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Pongal with Chutneys,157,3.3,3
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Upma with Chutneys,147,4.6,1
Telangana,Hyderabad,,ITC Aashirvaad Soul Creations,Katedan,Wholesome Breakfast Meals,Idli Sambar Mini Tiffin,397,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Kaju Modak,440.48,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Chota Shahi Modak,228.57,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Moti Choor Modak,209.52,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Atta Modak,221.43,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Besan Modak,221.43,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Recommended,Khoya Modak,228.57,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Jeera Aloo,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Vegetable Kolhapuri,422,4.1,2
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Bharwan Cheese Mushroom,432,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Mushroom Do Pyaza,430,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Dum Aloo Patiyala,422,4.7,1
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Vegetable Jhalfrezi,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Mixed Vegetable,422,4.2,1
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Chat Pata Barwan Aloo,430,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Corn Palak Tamatari,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Kadai Vegetable,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Gobhi Adraki Aloo,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Diwani Handi,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Tawa Chaap Masala,422,4.3,1
Telangana,Hyderabad,,Bikanervala,aramghar,Vegetable Curries,Dum Aloo Kashmiri,422,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Tandoori Kulcha With Dal Makhani (1Pc Kulcha& Dal),390,5,3
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Tandoori Naan With Dal Makhani (1 Nan & Dal),385,5,1
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Chilly Paneer With Corn Fried Rice,440,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Kadi Rice With Chola,395,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Paneer 65 With Veg Fried Rice,440,4.3,4
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Jeera Rice With Paneer Makhani,440,4.5,2
Telangana,Hyderabad,,Bikanervala,aramghar,Combo Foods,Chole Chawal,350,3.8,4
Telangana,Hyderabad,,Bikanervala,aramghar,Kofta Curries,Banarsi Kofta,422,4.8,1
Telangana,Hyderabad,,Bikanervala,aramghar,Kofta Curries,Nargisi Kofta,422,4.2,1
Telangana,Hyderabad,,Bikanervala,aramghar,Kofta Curries,Bikaneri Kofta,422,4.5,2
Telangana,Hyderabad,,Bikanervala,aramghar,Kofta Curries,Malai Kofta,422,3.8,1
Telangana,Hyderabad,,Bikanervala,aramghar,Dal & Pulses,Chana Masalaa,395,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Dal & Pulses,Dal Tadka,355,4.5,1
Telangana,Hyderabad,,Bikanervala,aramghar,Fresh Dairy,Plain Dahi,60,4.5,2
Telangana,Hyderabad,,Bikanervala,aramghar,Chocolate,Chocolate Bar Milk 100g,203.39,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Chocolate,Chocolate Bar Cranberry 100g,236.44,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Chocolate,Chocolate Bar Blueberry 100g,253.39,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Chocolate,Chocolate Bar Hazelnut 100g.,237.29,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Chocolate,Chocolate Bar Almond 100g.,220.34,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Cheese Pao Bhaji,280,3.9,4
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Matar Kulcha,230,3.3,7
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Pao Bhaji,250,4.3,38
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Puri South Indian 1pc,41,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Aloo Sabzi,175,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Bun Maska with Tea,115,3.9,2
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Puri Sabji With Suji Halwa,250,4.4,1
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Chole Bhature,298,4,68
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Puri Sabji,235,4.5,17
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Puri Sabji With Lassi,350,4.9,1
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Hyderabadi Chaap Naan or Roomali Roti,419,4.4,1
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Puri Extra,75,4.8,8
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Kulcha,70,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Bhaji,200,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Chole,200,4.4,2
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Pao,110,4.5,2
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Extra Bhatura,125,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Street Sliders,Chana Kulcha,240,2,4
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Badam Modak,557.14,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Kaju Modak,440.48,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Chota Shahi Modak,228.57,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Moti Choor Modak,209.52,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Atta Modak,221.43,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Besan Modak,221.43,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Khoya Modak,228.57,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Ganesh Chaturthi Special,Maida Modak,204.76,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Plain,160,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Veg.,180,5,4
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Cheese,200,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Soya,200,4.2,1
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Mexican,200,4.1,2
Telangana,Hyderabad,,Bikanervala,aramghar,Maggi,Maggi Tadka,200,3.5,1
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Pani Puri - Atta,115,4.8,23
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Sev Puri,185,4.5,4
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Dahi Puri,195,3.2,11
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Bhel Puri,135,4.7,18
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Ragra Tikki,215,4.9,11
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Samosa Ragra,215,3.9,7
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Dahi Bhalla,205,4.9,8
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Bhalla Papri,205,4.7,2
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Papdi Chat,205,4.9,12
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Paneer Dal Chilla,215,2.6,4
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Kachori With Sabji,215,3.9,7
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Aloo Tikki Chat,205,3.9,8
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Lachha Tokri,215,4.3,2
Telangana,Hyderabad,,Bikanervala,aramghar,Chat Pati Chat,Raj Kachori,215,4.5,23
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Dhokla Paneer.,191,2.8,3
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Dhokla Plain.,146.5,4.4,66
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Dhokla Sandwich.,174.5,4.7,16
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Samosa,31,4.2,100
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Paneer Khasta Roll,50,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Pine Pizza,47,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Maska Bun,60,4.7,4
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Bread Pakoda,57,4.2,24
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Khasta Kachori,33,3.4,14
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Mirch Pakora,52,4.2,19
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Pyaz Kachori,57,4.2,56
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Sandwich Samosa.,50,4.7,9
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Veg. Dinner Basket,64,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Bonda Aloo,33,4.4,23
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Veg. Kathi Roll,60,0,0
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Cheese Boat,42,4.5,5
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Paneer Cutlet,50,3.7,14
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Paneer Pakoda,50,4,19
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Corn Samosa,28,4.5,6
Telangana,Hyderabad,,Bikanervala,aramghar,Snacks,Pizza Dhokla,55,5,4
